essay_id,full_text,score
06730ad,"The Seagoing Cowboys is an opportunity of a lifetime because of all the countrys and places you get to go to. Like in (paragraph 1) Luke got invited to go to

Europe by his friend Don. You get to do things that you have probably never done before. In (paragraph 2) it says that you take care of horses, young cows, and mules that were shipped overseas. Seagoing Cowboys would let you see experiences that you have never seen before.

In (paragraph 5) Luke says the cattle boat trips were an unbelivable opportunity for a small-town boy. (Paragraph 5) Luke says besides helping people I had the side benefits of seeing Europe and China. The article says in (paragraph 6) how hard it was to take care of the animals. Luke had to feed them two or three times a day. To be Seagoing Cowboys you have to want to work hard and like taking care of animals.

Being Seagoing Cowboys would be really hard work but it would be a fun job to do. Luke says in (paragraph 9) being a Seagoing Cowboy was much more than an adventure for him. Luke says that it opened up the world to him and I am greatful for the opportunitys Luke says.",3
06743f8,"As we all know driverless cars are coming. Do you agree with idea? and would you feel comfortabel ina driverless car?. Well im here to discuss with you why I don't think driverless cars are needed.

The idea of having a driverless car is a fantastic idea until you begin to think about the consequences and similarities it has against cars we drive now. There's many differences but also a lot of similarities between both the driverless cars and the cars we drive now.

Driverless cars are not a good because why create a car that drives on its own but still needs assistance from a person. Driveless cars does come with special sensors such as; position-estimating sensors on the left rear wheel, a rotating sensor on the roof, a video camera mounted near the rearview mirror, four automotive radar sensors, a GPS reciever, and an inertial motion sensor, but with all that technology why does it need assistance. The cars we drive today does not have all that fancy sensoring but it does have some that really comes in handy. Driverless cars can steet, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills such as; navigating through work zones and around accidents. To save the stress of you having to take control of the wheel if you run into a problem than why not keep you car, the cars we drive now. Without any navigation or all that fancy stuff we will always have our eyes on the roads and knowing when to turn, stop, go and all that good stuff.

No matter how good a driverless car sounds I still don't think its a god idea. I feel as if its just a waist of money and products when there's more importnat things going on in the world that still hven't been fixed. Driverless cars are safe until a drunk driver or a persons who's high off something get in a dosen't pay attention to what that navigator is telling you, the same with texting and driving. So why risk someone lives when if they are driving the cars we use now more people pay attention to the roads, not many drink and drive, more and more people everyday are paying attention to the roads. ",3
0674a38,"Driverless cars would not be a smart step forward for us as Americans. Considering the fact the car can not fully function on its own it would be very difficult to deal with. If the car has to ask the driver to take over everytime it can't handle a certain situation, then make one that can and then we can advance into the new era of driverless cars.

The fact that Dr. Werner, a BMW project manager driver, says people would get bored behind the weel of a car controlling itself proves that people would lose focus and that may cause fatalities. When they lose focus because the car is in control and look at their phone, the car may ask them to take over on the drop of a dime, and the driver may panick. Especially if there is an oncoming car and the driverless car can not react fast enough, because it only takes a split second.

Another point I would like to make is when big name companies such as Google market anything they sell simply because of who makes it. If there is a flaw in a cars system then they would be risking a lot of peoples lives, in terms of who buys them. In paragraph eight, it reads that "" Upgrading to existing roads would be too expensive to be practical."" and that means if there is a flaw under the hood, they would lose a lot of money from a bunch or attackers, manufacturers, and their own industry crumbling.

All in all, I believe that it would not be a good way to advance in technology if we're practically selling prototypes. People would be buying driverless cars that aren't state of the art because either it was too pricy or the car itself can not handle the surprises driving may consist of and it would be a major fail on a lot of people's behalf. If we had cars that could fully function safely and accurately on the street, then we could maybe experiment on making the future present. But for now, let us work ot the kinks of the products that affiliate with people's everyday lives or even their lives period.",4
06766be,"In a argument between against or for driverless cars, I am for driverless cars. I think it's a good idea to have driverless cars. It will safer on the streets. There

should be a whole new set of laws regarding to these cars. I also think they shouldn't be released until these cars are truly driverless.

As I said earlier driverless cars shouldn't come out until they are completely do not need a driver. When they are driverless it would resolve conflict between if there were an accident who the blame would be on. The blame would be on the company that made the car because the driver isn't doing anything. I think there should still be a mode in the car where the driver can takeover if the driver sees a situation where he should control the car. I think the car should be smart enough to know how to get through traffic jam, that shouldn't be a problem. The new laws should be that all cars will have to go a certain speed. I don't see how you could get in a car accident if they are all going the same speed. Even though most people would have a driverless car, some people will still have old cars that need a driver. So if there is an accident between a driverless car and a old car that requires a driver, I think the blame should be in the driver in the old car because the driverless car is following all the laws and is going a certain speed so if there was an accident it would be on the driver that isn't following the laws. But then again the driverless car could have technical difficulties and could crash. I think the car should know when it is having technical issues and pull over to the side so the driver can take control. Even though the car is driverless I think the laws for getting your license should not change. Also some people like to drive so the should be and option that is opposite to cruise control we the driver can drive, but when you are driving you have to be ready to take responsibility for anything that happens while you are driving.

In conclusion, driverless cars would be a great idea. It would lead to less accidents as long as the car it programmed the right way. Texting and driving would be as big of an issue as it has been lately with a driverless car. With a driverless car there are less choices being made and less opinions. Our generation would be great to take on the challenge because we take on new things everyday with things being invented everyday. With all that being said I am for driverless cars. It is a great idea and would save lives also. ",3
678715,"Driverless cars? A car doing all the driving for you without you having to touch the wheel is of lazy. Why would you want a ""smar car"" do all the work for you. The more that the technology develops the more things people find to help you be more lazy. It's like people don't want to do anything themselves anymore.

When driving you really have to pay attention to not just yourself but other people. If you let the smart car drive you around it's not going to really be paying attention to other people. If you get in an accident and the other person gets hurt, who is to blame you, or the car? The cops will go with you, because you are an human being that can get arrested and pay insurance, not the car. ""If the technology fails and someone is injured who is at fault the driver or the manufacturer?""

So, I don't think we should have driverless cars. I believe there would be more accidents than there is now. When it comes down to it yes, this will be our future, but we can also prevent it from happening. Its all up to you.",2
0679f5a,"The author does a very good job at explaining and giving details of the passage.They give you the scientific facts and even tells you that NASA has been working on diffrent ways to study Venus.He lets you know that Venus is not an easy planet to study since it has a top degrees of 800 degrees Farenheight. He also gives information about how diffrent metals and other objects melt and liquefy after so long on Venuses surface.

They give very good information on how NASA plans to get peopel to Venus by building a space craft that will hover 30 miles over the landscape of Venus. He gives muliple good facts about the spaace craft and how it will possible work. The author claims it will work like airplanes and a blimp, However it will still be hot 30 miles up. It will still be 170 degrees up there.They also give you the bad parts of having a hover craft over Venus for example the visibility of the landscapes and terrian. They also explain how you can't take samples from the ground hovering 30 miles over the land.

The author also gives creat detail of Venuses surface and how NASA has been thinking of diffrent ways to approach it. They give facts about the ground and the atmospherer around Venus and how the Atmosperic pressure is 90 times greatewr then we have experience with.The author also tells us how it's blanketed with 97 percent Carbon diocide and other gasses. We are even told that the conditions are to extream for us and how the presure would crush a submarine.

In the passage he describes how it's one of the brightest points in the sky. The author even tells us how a amerture could even find it. Venus is also described as our twin planet. It is also wrote in the passgae on how close it resembles our planet even though it could crush and kill anyone. The author also adds on how hard Venus is to examine with all the storms and comotion on its ground.

Venus even has volcanoes that erupt on it's surface. It has Earthquakes and even occasional lightning storms. The author has definetly done a very good job on explaining his point on exploring Venus. He has put the good and the bad facts into the passage. He describes almost every aspect of the planet.The author aslo beleives that it will be good for us to try and explore Venus because we will be able to go one more dangerouse trips in the future.",4
067a23d,"The author supported his ideas very well by explaning how ""venus is a worthy pursuit despite the dangers it presents"". He explains how ""venus is often referred to as earths ""twin"""" and the author also explains how ""The National Aeronautics and Space Administration has one compelling idea"".

I believe he did pretty good at explainng how venus is good in some ways and then how venus is bad. He didnt just focus on one thing he focused on it all and he put his paragraph in a very good lined up maner thats how everyone should put together their essays. The ending was the best part on how he restated the question that he had at the begining by just puting together a couple paragraphs he learnd a thing or two about venus.

So to finish off my paragraph I thought that he explained both bad and good thing about venus. He sounded like he knew exactly what he was talking about and he knew everything about it all. So that just makes this whole paragraph worthy.   ",2
067d842,"Many people arent sure what to do when it comes to election. Electoral College is the process that consist of the election. I believe that Electoral College is the easist way to handle the way of voting. Any ways whats wrong with Electoral College almost half the people agree to it.

The founding father that discovered Electoral College made it easy for anybody to be president. Many people also agree with me because according to source 2 it says that in case of the election it will be thrown to the House of Representatives where the delegations vote on the president. This way the delegation people can pick who's good for president. On the other hand many people belive that Electoral College is unfair to some people. Many people want to abolish Electoral College.

Secondly, the Electoral college is widely regared as an anachronism a non- democratic method of selecting a president that ought to be declared the candidate who recives the most popular votes. The electoral restores some of the weight in the political balance that large states by the population lose by virtue of the mal- apportionment of the senate. The Electoral college avoids the problem of the elections in which no candidate recieves a majority of the votes cast.

In conclusion I think that Electoral College should stay and it will make things easier for all these reasons I listed from the sources. Also all the presidents will have a chance to become what they want to be.            ",2
681136,"Many believe that the Face on Mars was created by aliens. There are many conspiracy theories, but scientists say the Face is simply just a natural landofrm. Cydonia was first discovered in May of 2001, and since then has had people baffled by the human-like structure. Though it may be easy to believe that this landform is the creation of aliens on Mars, it is just a natural rock formation on the red planet.

Aliens not been proven to be living in the universe with a secret ancient civilization. Though some people might believe this is untrue, NASA has yet to find evidence to support it. If scientists knew Cydonia was created by aliens, they would definetly want to investigate this further. With this new information, just like any new discovery, it would open up so many different ideas about the universe that do not exist today. ""As a rule of thumb, you can discern things in a digital image 3 times bigger thatn the pixel size. So, if there were objects in this picture like airplanes on the ground or Egyptian-style pyramids or even small shacks, you could see what they were."" With the extremely advanced technology we have today, scientists have been able to take more pictures of this landform, further proving that it is a natural creation, and that there is no alien civilization hiding in the depths of it's shadows.

Cydonia has many conflicting opinions on how it was created. Many citizens still strongly hold on to their ideas about this landform. It has been proved by NASA that this formation is not created by aliens, nor is there any living organisms with secret colonies on Mars. People have the choice to believe what they want, but scientists know the truth behind the Face on Mars. ",3
0683ac3,"Have you ever wondered what someone is feeling by just looking at their face? Now, scientist have discovered a new technology to read emotions. The new technology uses recognition of muscle movements in the face. This new technology would be valubale in a classroom with students because you could tell how the students really feeling, you could tell if they are faking emotions, and it could be a learning tool.

First, you could tell how the students are really feeling. In paragraph 9, the author states ""According to the Facial Feedback Theory of Emotion, moving your facial muscles not only expresses emotions, but also may even help produce them."" This means if a teacher sees an upset student, the teacher can tell them to make a happy face and eventually the student won't be as upset. It would help everyone be happy because everyone will ""... unconsciously imitate another person's facial expressions.""

Second, it would help show if anyone is faking emotions. In paragraph 8, the author says ""...these muscle clues are sometimes used to spot when a ""smiling"" politician or celebrity isn't being truthful."" This would also be helpful with students in a classroom because if student his trying a student is trying to hide being upset a teacher could know and then ask them whats wrong. Also, it would work the other way too. The teacher would know if a student would be faking being upset.

Lastly, it could be used as a learning tool. It could be a way of showing how facial muscles work and the emotions that are shown by them. In paragraph 6, the author states "" Then it could modify the lesson, like an effective human instructor."" This shows that it would be able to help students learn based off of their emotions.

There many things in the new technology that would be valuable in a classroom with students. For instance, it help tell how students are feeling. Also it could tell if a student is faking a smile and is really upset. Finally, it would be a helpful learning tool by changing lessons by the students emotions. Next time you see a facial expression try telling what emotion that it applies to.",3
0687af4,"Driverless cars will bring great benefits to the human race. They can provide a level of safety that many people are unable to provide, and they can allow for new freedoms and options for those on the road. They can take people to the hospital if someone is injured, and they can also bring a person to his/her home, if needed. The possibility of driverless cars is slowly becoming a reality, thanks to the work done by various companies. Google has already created a modified car capable of maky of these things, and other auto makers have followed in Google's footsteps. Automated cars will be helpful in the future due to the safety brought by the introduction of promising technology, and the steady progress in the fields of robotics and cars.

The technology used in driverless cars is very advanced, able to process information and respond in the time comparable to a human. They can respond generally better to dangerous situations than that of the human mind as well. ""Google has had cars that could drive independently under specific conditions since 2009. Their cars have driven more than half a million miles without a crash""(2). These cars are trustworthy in a safety sense, and they know when it is neccessary to give control back to the driver.""In fact, none of the cars developed so far are completely driverless. They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead repuires human skills""(7). This means that not all control is relinquished to the car. Truthfully, most of these driverless cars actually build from a driver assistance system, where the car helps the person drive rather that drive for the person. Automated cars can soon be possible for all of humanity.

Humanity has already come a long way from the past, when people would dream of robotic cars. Car companies have developed technologies that can make those dreams a reality. ""'There was no way, before 2000, to make something interesting. The sensors weren't there, the computers weren't there, and the mapping wasn't there. Radar was a device on a hilltop that cost two hundred million dollars.'"" Nowadays, cars are now able to have their own radar systems. Google modified a car to have a motion sensor, GPS, and four radar sensors. In the future, many automotive companies plan to have their own driverless cars. Tesla plans to have a car by 2016. Mercedes-Benz, Audi, and Nissan will push to have automated cars by 2020. Progress is already happening in the car industry.

Driverless cars are a possibility for humanity. In the past, people would dream of being able to sit in a automated car. Today, the world's first robotic cars are being produced. There are those who oppose the idea of having a robot drive, but there are results that speak for the effectiveness of driverless cars. In the future, there will be many more automated cars, and there will also be many less deaths and injuries on the roads.",5
0689c67,"The face. A pop icon, a very controversial topic, an alien landform. Those are some of the most common pieces of discussion surrounding this mysterious landfrom captured in 1976. Is it a hub for aliens? Is it a landform much like the ones we study in the American West? There are many theorists that believe the landform has alien origins, but they have no substantial evidence. While many continue to believe given the reality, there are no alien origins to this landform.

There was no alien life form ever captured in any pictures. In 1998, the picture was retaken 10 times sharper than the one released in 1976. It showed, absolutely no signs of any alien life at all. Still, many believed NASA was covering up some conspiracy surrounding aliens, or blaming the weather, which happened to be cold and cloudy. Since the weather could have been a factor, they reshot the picture in 2001 on a sunny and cloudless day, with a better spacecraft, and Jim Garvin, the chief scientist at NASA stated that it looked like a butte or mesa, landforms common in the midwest. He called it a lava dome that had taken the form of a mesa, having the same height as the face, proving there to be no alien origins, just a natural landform.

If there was alien life form on Mars,NASA would benefit from it. They would go down in history as the first people to have discovered alien life, get funding for years of research, and become more popular than ever, increasing their livelyhood. A few scientists believed the face was an alien artifact, showing that the scientists had also been hoping for any chance of alien activity, but hadn't found any. They released pictures to the media, asked for feedback, and kept everyone updated on their findings. They themselves seemed optimistic in the first two expeditions to Mars, hoping to find any signs of alien life, reshooting repeatedly to get the best picture. It would be useless for NASA to not release information that could be beneficial to themselves.

They took multiple sets of pictures in different years. They performed multiple trips to Cydonia, snapping multiple pictures. They went in 1976, when it was first discovered, 1998, revealing no alien life form, and 2001, revealing it to be a lava dome. Each time, they took multiple pictures, studying and publishing them for the world to see. They had found absolutley nothing in 1998 and 2001 that could point to any life forms existing on Mars, proving the theory of aliens on the face to be false.

While many people continue to believe that the face is proof of aliens, they have no concrete evidence. They are using old tales, myth, and folklore, with little to no evidence to help their argument. All the arguemnts made against the pictures were silenced, making it impossible to find strong evidence to prove alien origins. After snapping the picture in 2001, it became clear the face was just a mesa, nothing more than a natural landform with odd shadows and ridges, resembling a face.                 ",5
068ad55,"Changing to election by popular vote for the president is a wonderful idea. By doing this you persuade more people to go out and vote. The people of the united states will now have a bigger impact on the state that they live in. Doing this not only makes the people happy, but it also makes the people more involved. With this new rule in place many things can change and improve. People will actually have to do a little research before voting on a president.

Firstly, Changing to election by popular vote for the president can cause a chain reaction. With this new rule the people of the United States will be forced to do solid research before making a vote that will benifit them. Reason being that with this new rule in place your vote is much more crucial then it was before. Doing this stops people from voting just because they like how someone looks, or because how they dress. The people will be voting because they want a president that will help the country. Using this method will improve and shape the country in an wonderful way.

Lastly, this new rule will cause more people to come out and vote. Because each vote will be ten times more essential then it was before. People come out knowing that if they dont vote, it will have a much bigger impact then it did before. The people are forced to decisions. This make for a healthy country that is made for the people.

All in all, Voting should be much more essential. Therefor i agree to changing to election by popular vote for the president. this new rule makes for a very healthy country. this rule also causes the people in the country to be much more involved. Changing to this rule would definately be the right idea            ",3
068aea7,"Driverless cars should not become a thing. Humans should continue to drive themselves around or walk to where they want to go. They do not need a computer to do all the driving for them as cool and futuristic as it might seem.

Although be driven by a computer in your own car may seem safe and trustworthy, but it's not. There are a lot of negative down falls on not having control of a car as a human. Being driven by computer car can be very dangerous, it is not safe to not be driven by someone with a right mind. Computers can't do everything. Why would a human want to be driven by a car instead of a human? What if a person wants to change the route that they are going, it's not like they would be able to tell the computer to go another way. Humans should have more controll over their car rather than a computer.

Humans are becoming so lazy that they do not even want to drive for themselves andymore. If they want to be driven for they should get a taxi or have their own personal driver. Buying a driverless car would

be just as expensive as hiring a driver. Driverless cars can be very dangerous for others on the rode. Perhaps something should go wrong with the computer and it begins to glitch. That would be a very dangerous situation. No human should depend on a computer to drive them around.

No human should want to own a driverless car unless they are willing to take the full risk. It would not be a good idea to have computers driving around major cities that have a lot of traffic.         ",3
693237,"Have you ever wanted to go see Paris for free and still help people in need? Well, now you can by just volunteering and becoming a seagoing cowboy. So here are some advantages of becoming a seagoing cowboy.

First of all, you can get some character by volunteering and helping out. So when you are a sea cowboy you have to do work all the time so you are busy so then if you have to you can learn how to clean, feed, and water animals on a farm.

Another thing is that you can help people and make someone happy. Don't you just love the joy you get when you help someone in need? Well you can have that feeling all the time if you volunteer because you are always helping people in need by giving them animals to eat.

For the record, you can see amazing monuments and other amazing things by just volunteering. You get to see these things for free because you have to go to some places like how I saw the Acropolis and I took a grondola ride so that was fun.

Something else is that you can get out of the drafts. I know because when I was on the ship, Iturned 18 and they said to keep going for my service and so that made me happy.

Finally, you get to have afun way back. I know because there is nothing to do so to pass the time. We played baseball and volleball games and even had a table tennis or ping pong tournament. We also played fencing, boxing, reading, and whittling games to pass the time.

So since I told about how voluntering could get you out of the drafts, see amazing monuments, have fun on the way back, and help people in need, I hope you take my word for it and be a seagoing cowbot like me.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",2
06939ab,"Athough cars are an important part of everyday life driverless cars would be an influeintial addition to public and private transportation.Driverless cars would help traversing through traffic easy. However I don't think that driverless cars should be aloud to be driven unless fully tested. The safety of people should be considered while making the cars.

"" He envisions a future with a Public transportation system where a fleet of driverless cars form a public transport taxi system. The cars he forsees would use half the fuel of today's taxis and pffer far more flexibility than a bus. he belives such cars would fundamentally change the world."" This would be usefull to people around the globe who don,t have cars or cant afford one. Driverless cars can be an important pat of sociaty.

""As a result, in most states it is illegal even to test computer-driven cars...manufactures believe that more states will follow as soon as the cars are proved more reliably safe. Still, even if traffic laws change, new laws will be needed in order to cover liability in case of an accident."" This Exert from the passage supports my claim that they should only be aloud to be driven if they are fully tested and safe. Laws have been passed in some states to make this sure to happen.

In conclusion, I agree with Sergey Brin that driverless cars would be influeintial to the future of public and private transportation through out the world. However they should only be aloud to be driven if they safe and fully tested. Lastly I think driverless cars should be manufactured and tested thoroughly. ",3
069945c,"Technology to read emotional expressions of a students could be very vaulable. This would make students life in the classroom easier. There would be so many advantages for to this. It would know what that student is feeling and it could help change that.

If a student was sad then the computer woud know and it could help make a diffirence.

Some students might not want to do work if and not learn if they are sad and this could change that and put a smile on thier face. The author says, "" if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different."" This could make the student have a better time in the classroom.

A student might be super confused and not know anything about what they are doing or they might just not understand the question, well this technology could help that. It says, "" A classroom computer could recognize when a student is becoming confused or bored, then it could modify the lesson, like an effective human instructor."" This means if the main teachor is telling someone else in a classroom how to do a problem but other people might also be struggling then the computer could help them and see their their emotion and it would change the question to try and make it more understandable.

The technology of this could help so many students and classrooms. So much more things could be learned in classrooms with out kids getting bored. It could help students in the classrooms get through so much more. Teachers wouldn't have to be trying to hurry and help the people that dont understand out and having the other people wait. This technology could be very valuable. ",3
069cd67,"An idea for driverless cars does sound appealing. It can improve the intelligence of today's cars by giving them a mind of their own. However, these cars may seem like a decent idea for the future, but they can prove to be really difficult. Quite a few problems can arise from this phenomenon. The development for these driverless cars should cease pretty soon.

In the future, driverless cars are supposed to become a new thing. These cars will have the ability to function on their own and drive itself, which will not really require the driver to handle it. Although this seems like a nice thought, this is quite an issue already. Creating driverless cars can create laziness in lots of people. Assuming that this creation is titled 'driverless', many people will think that they do not have to do anything. This will raise the laziness in some people if this driverless car becomes available. This invention is not a good idea.

As well as it can raise laziness in people, it can quite possibly cause the driver to use it to his/her advantage in inappropriate ways. There is a law that says the driver must be held responsible for any mistakes he/she makes while on the road whether the car is automated or not. The driver will be at fault regardless if any acident is to happen. Even though this law exists, people will still make excuses for their mistakes. If an accident occurs, the driver may use the car as an excuse to avoid any responsibilities, such as court cases if anything is damaged. With such an invention as great as this, someone is most likely going to use it as a scapegoat for their mishaps. This just gives people a reason to avoid being guilty for what they did.

It is said that the car is supposed to maintain its commands and make driving easier. These driverless cars are supposed to work almost efficiently for everyone. However, accidents are still likely to happen. Even if these cars are supposed to work well, things can go wrong. Perhaps the car may somehow malfunction while on the road. If this happens, it will put the driver and other people on the road, driving or walking, at an extreme risk. If a malfunction in the car is to occur, accident and death rates will increase. This is extremely unsafe for drivers in the future.

It sounds great to have a car that can drive itself in the future. Maybe it might raise the intelligence of some drivers. Nevertheless, the possibilities of this new car going wrong should not be ignored. These cars cannot be 100% perfect at all times after its release. It can be unsafe and extremely inaccurate and should not become an invention in the future.",4
06a0e57,"Although, self driving cars would be nice to have I would rather stick to driving manually.One reason is because we dont need driverless cars. We have taxi drivers that takes us where we need to go. Another reason is I would rather do it my self is because i enjoy driving, and I would be more than happy to take

myself where I need to go. My last reason about not wanting driverless cars because think about if they malfunction or if someone hacked into your car.

If we had driverless cars, we would be taking alot of peoples jobs that they depend on. Bus drivers, taxi drivers, shofurs would all be out of work and could now be lost in life. Not having anything other work

avalible for them becsuse they didnt go to collage or they just cant find a new job.

Another reason that

I belive we dont need driveless cars is because i enjoy driving and im sure im not the only only. But driverless cars would take the freedom feeling out of driving. Being able to go where you want, how you want, and when you want to. But what if your someone who likes to driver of roads in dirt, mud or any other terrian. The car that drives its self wouldnt do that bc it may be damaged or it may read that its a possibility of that.

My last thought on driverless cars are they have the potential to be very dangerous also its pointless to have one if you still have to be aware as if you were driving. But what if your just like antother day of you letting your car drive itself starts to have defects. A couple of those are that sometimes it rapidly picks up speed and slams on the brakes. Results you end up running someone over or you get into a bad accident. You have to take the blame for the mistake your car made. That could lead to big fines or even Jail time. Or what if someone hacks into your car and takes control of your car and try to hurt you by crashing it or they take you some where your not fimilliar with. As in they driver you out of state and you get lost.

So again I am one that is against driverless cars. they could put people out of work making peoples lifes ruined. It can take the thrill some get from driving. Also alot can go wrong if the car comes with flaws.

.   ",3
06a9e1d,"The Seagoing Cowbogs program helps other people from other countries for there needs. The program can also help take care of horses. Once they cared cows and mules from overseas. They even had enough hay and oats to feed 335 horses.

Luke Bombberger also was in the Seagoing Cowboys program. According to the passage Luke said it made him more aware of people of other countries and there needs. Luke was really grateful that he was in the Seagoing Cowboys program. He also really liked all the places he went to. To help others with there problems.

This program could really could change your life. It could change you suspective on the world. You also be more grateful for the things you have,because someone in the world would want to have what you have. You would also think more about people and there needs.

The Seagoing Cowboys is a really good program. It could change your life so much. You just need to sigh up,it's really that easy. You could change someone's life with just a little piece of bread, that person would be so greatful. You would help someone and you would help yourself.",2
06a9e59,"Seagoing Cowboys helped many people, and got to see some pretty cool things along the way. They got to experience things that most people could only dream of. I'm Luke Bomberger, and I was just one of the many Seagoing Cowboys helping other countries get back on their feet again.

We helped so many people affected by the war. We took animals, food supply, and more to people whose countries were left in ruins from bombings, and other attacks of World War 2. So many people, that would have otherwise not have been able to do very well, got animals, food to feed their animals, and food for themselves. Helping them helped me to be more aware of people of other countries and their needs.

Being a Seagoing Cowboy wasn't all that serious though. We would play around on board, usually after all the animals had been unloaded, and we were heading back. We would have baseball and volleyball games in the empty stalls where the animals had been kept. Table-tennis, fencing, and boxing were other sports we found a way to play. There were also things like reading, whittling, and games we used to help pass the time.

Along with our jobs, sightseeing was something we did everyday. I got a side benifit of seeing Europe and China. In Greece, I got to do something I think is pretty special. See the Acropolis. In Venice, Italy, I got to take a gondola ride on one of the many streets of water. I also got to tour an excavated castle in Crete, and saw the Panama Canal on the way to China.

Being a Seagoing Cowboy helped open up the world to me. Instead of being drafted into the military, I got to help people in need all over the world. When my friend invited me to go to Europe on a cattle boat, I knew it was an opportunity of a lifetime, and it really did turn out to be one!   ",3
06a9fdf,"The face on Mars is just a landform. In America we have land forms of all kinds. We have winter and so do they, so what makes it different except for the location?

It is just a rock formation without an alien monument. Landforms are not rare on other planets. Landforms come in all shapes and sizes so it just so happens to be a face.

When the scientist went back up to take picture and look at it more, they were able to take a clear picture of it. The scientist then blew it up to a bigger picture and saw that it was a natural landform. It states,"" As a rule of thumb, you can discern things in a digital image 3 times bigger than a pixel size."" This comes to show that they will be able to see things closer and see if anything is around them. It also tell us that it actually shows is the Martian equivalent of a butte or a mesa, which is landforms that are normal around the American West. It states,"" It reminds me most of Middle Butte in the Snake River of Idaho."" This tell us that it really is not something an alien could of done because it is a natural landform just like America has.

All of this evidence comes to show that it is just a landform that was created naturally. Mars landforms look like ours and is like ours. We have landforms that are different and so does Mars so it was just a coincedence that it just so happened to be a face. Some people think that just because it is a face that was created by Aliens because it looks to much like a face, but landforms come in all shapes and sizes. It is just a natural landform.",3
06aa059,"I do not approve to let people use any type of technology to read emotions. That is when it gets weird and people ask why are you feeling this way. This can sometimes lead to the student getting even sadder or madder than they were. If they are left alone and no one knows what is wrong, they will be fine.

To start off, expressions can not forsure tell what that person is feeling. I have seen people so mad but continue throughout their day like everything is fine. Plus, if that student is just doing a fake smile, that does not mean that they are really happy. The FACS can not read emotions but reads the emotions it thinks you are feeling because of what your facial expression is.

Therefore, to end my argument, in paragraph 9 it says that contracting your smile muscles can help you feel slightly happy. This means it can make you SLIGHTLY happy but not enough to classify yourself as happy and I do not approve to let people read emotions. It is unnecessary and we should be researching something better than this.               ",2
06aa705,"Imagine living on a different planet than other humans. Venus once had very Earth like structures. It had very similar charecteristics which almost made it seem humane. NASA should continue to explore Venus because it has a lot of potential and was once similar to earth.

Venus has a lot of potential because if we continue to explore it, we can figure out how to get around how hot it is. We can find a way to change that as long as we keep exploring. Venus once had oceans and was covered with structures like valleys and mountains that we have here on Earth. The risk is high, but the reward is even higher.

Even though we know that this is a very dangerous plan, it could change rates of poverty and would increase jobs here on Earth because people here would leave their jobs. NASA says that they can find ways to do this but it will obviously take some time. ",2
06b51cb,"Today, 1976, we found a face on the land of mars. When we all saw the picture we get surprised.

Sence the day of that picture all of us working in NASA tried to find out what was that. It did have a great impact to NASA because if someone else saw the picture, it will make panic to the audience and the world.

So all those years we studied mars and it's land's forms to see if there were others that look a like. We didn't find other that look a like so people start to make their own ideas of the face.

Most people though that was made for aliens, but it wasn't. We discovered that there was nothing on there just rocks and natural land. And one of are partners came with the idea of a natural structure or a mesa. He think in that because if people or aliens live in there it's most be something in there that help us see if they live in there.

NASA send people to see if they could find something in there that may help us, but not.

So we decided to show it to the world because it was just a mesa. People got scared in the start but when they see that there were no aliens they relax and some studious used that for movies, books, etc.

And sense that day everyone it's okay with stuff that they don't understand, because they know that is just something new. ",3
06bad05,"Knowing how people feels can be very helpful. Knowing what to do or what to say, comes from that the fact that, we know who i in the bad mood or even in a good mood. The technology might be advance today, but in today's world, it can't tell us, as humans, how we truly feel. Technology isn't as good as it seems.

""In fact, we humans perform this impressive 'calculation' every day"" (Par. 5) We, as humans, know that we can do anything we wish upon to do, if we tried hard enough. We, as the people, have different emotions when it comes to similar problems. We, sometimes, don't know exactly what to do when it comes down to some problems that is being thrown at us.

In some useful ways, technology may be helpful, but in other cases, it's really not at all. I do agree, that, technology can be helpful in reserached things, but when it comes down to just verify what humans think, know, etc., it's not very resourceful. I'm against techonology telling us how we feel, because it could be false. Life should be known to be unique and different, not the same and being turn out to be something we not.",2
